din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2024-01-28 13:00:00;N;NORTE;SE;SUDESTE;2134.33700000
2024-01-28 13:00:00;NE;NORDESTE;SE;SUDESTE;4331.73300000
2024-01-28 13:00:00;SE;SUDESTE;S;SUL;2242.75000000
2024-01-28 14:00:00;N;NORTE;NE;NORDESTE;-2647.94900000
2024-01-28 14:00:00;N;NORTE;SE;SUDESTE;1638.99200000
2024-01-28 14:00:00;NE;NORDESTE;SE;SUDESTE;3675.05800000
2024-01-28 14:00:00;SE;SUDESTE;S;SUL;947.67100000
2024-01-28 15:00:00;N;NORTE;NE;NORDESTE;-2244.68700000
2024-01-28 15:00:00;N;NORTE;SE;SUDESTE;1169.47600000
2024-01-28 15:00:00;NE;NORDESTE;SE;SUDESTE;2608.02700000
2024-01-28 15:00:00;SE;SUDESTE;S;SUL;9.25400000
2024-01-28 16:00:00;N;NORTE;NE;NORDESTE;-1380.15000000
2024-01-28 16:00:00;N;NORTE;SE;SUDESTE;446.79500000
2024-01-28 16:00:00;NE;NORDESTE;SE;SUDESTE;1637.28600000
2024-01-28 16:00:00;SE;SUDESTE;S;SUL;-1505.37300000
2024-01-28 17:00:00;N;NORTE;NE;NORDESTE;-48.25100000
2024-01-28 17:00:00;N;NORTE;SE;SUDESTE;426.04900000
2024-01-28 17:00:00;NE;NORDESTE;SE;SUDESTE;984.22400000
2024-01-28 17:00:00;SE;SUDESTE;S;SUL;-3056.42200000
2024-01-28 18:00:00;N;NORTE;NE;NORDESTE;1016.13900000
2024-01-28 18:00:00;N;NORTE;SE;SUDESTE;474.95700000
2024-01-28 18:00:00;NE;NORDESTE;SE;SUDESTE;445.48900000
2024-01-28 18:00:00;SE;SUDESTE;S;SUL;-2918.38400000
2024-01-28 19:00:00;N;NORTE;NE;NORDESTE;1499.05600000
2024-01-28 19:00:00;N;NORTE;SE;SUDESTE;1288.08900000
2024-01-28 19:00:00;NE;NORDESTE;SE;SUDESTE;915.03600000
2024-01-28 19:00:00;SE;SUDESTE;S;SUL;-2975.92100000
2024-01-28 20:00:00;N;NORTE;NE;NORDESTE;1600.57199999
2024-01-28 20:00:00;N;NORTE;SE;SUDESTE;1495.67400000
2024-01-28 20:00:00;NE;NORDESTE;SE;SUDESTE;1082.80700000
2024-01-28 20:00:00;SE;SUDESTE;S;SUL;-2971.59200000
2024-01-28 21:00:00;N;NORTE;NE;NORDESTE;1814.57900000
2024-01-28 21:00:00;N;NORTE;SE;SUDESTE;1404.03000000
2024-01-28 21:00:00;NE;NORDESTE;SE;SUDESTE;823.51600000
2024-01-28 21:00:00;SE;SUDESTE;S;SUL;-3327.76300000
2024-01-28 22:00:00;N;NORTE;NE;NORDESTE;1558.43900000
2024-01-28 22:00:00;N;NORTE;SE;SUDESTE;604.97700000
2024-01-28 22:00:00;NE;NORDESTE;SE;SUDESTE;193.29000000
2024-01-28 22:00:00;SE;SUDESTE;S;SUL;-3746.79800000
2024-01-28 23:00:00;N;NORTE;NE;NORDESTE;1557.54400000
2024-01-28 23:00:00;N;NORTE;SE;SUDESTE;86.78000000
2024-01-28 23:00:00;NE;NORDESTE;SE;SUDESTE;-274.36000000
2024-01-28 23:00:00;SE;SUDESTE;S;SUL;-4076.70900000
2024-01-29 00:00:00;N;NORTE;NE;NORDESTE;1549.42600000
2024-01-29 00:00:00;N;NORTE;SE;SUDESTE;-93.78000000
2024-01-29 00:00:00;NE;NORDESTE;SE;SUDESTE;-500.70100000
2024-01-29 00:00:00;SE;SUDESTE;S;SUL;-3024.53900000
2024-01-29 01:00:00;N;NORTE;NE;NORDESTE;1661.40900000
2024-01-29 01:00:00;N;NORTE;SE;SUDESTE;-109.55700000
2024-01-29 01:00:00;NE;NORDESTE;SE;SUDESTE;-527.11300000
2024-01-29 01:00:00;SE;SUDESTE;S;SUL;-2720.97300000
2024-01-29 02:00:00;N;NORTE;NE;NORDESTE;1293.48800000
2024-01-29 02:00:00;N;NORTE;SE;SUDESTE;35.09599999
2024-01-29 02:00:00;NE;NORDESTE;SE;SUDESTE;-55.13500000
2024-01-29 02:00:00;SE;SUDESTE;S;SUL;-2657.45700000
2024-01-29 03:00:00;N;NORTE;NE;NORDESTE;561.86100000
2024-01-29 03:00:00;N;NORTE;SE;SUDESTE;-383.54400000
2024-01-29 03:00:00;NE;NORDESTE;SE;SUDESTE;14.59200000
2024-01-29 03:00:00;SE;SUDESTE;S;SUL;-3048.08900000
2024-01-29 04:00:00;N;NORTE;NE;NORDESTE;83.87800000
2024-01-29 04:00:00;N;NORTE;SE;SUDESTE;-276.03300000
2024-01-29 04:00:00;NE;NORDESTE;SE;SUDESTE;624.82500000
2024-01-29 04:00:00;SE;SUDESTE;S;SUL;-2527.56599999
2024-01-29 05:00:00;N;NORTE;NE;NORDESTE;-8.85000000
2024-01-29 05:00:00;N;NORTE;SE;SUDESTE;-57.46100000
2024-01-29 05:00:00;NE;NORDESTE;SE;SUDESTE;968.23300000
2024-01-29 05:00:00;SE;SUDESTE;S;SUL;-2648.85500000
2024-01-29 06:00:00;N;NORTE;NE;NORDESTE;-583.29600000
2024-01-29 06:00:00;N;NORTE;SE;SUDESTE;730.30100000
2024-01-29 06:00:00;NE;NORDESTE;SE;SUDESTE;2046.57700000
2024-01-29 06:00:00;SE;SUDESTE;S;SUL;-1748.91100000
2024-01-29 07:00:00;N;NORTE;NE;NORDESTE;-1024.83999999
2024-01-29 07:00:00;N;NORTE;SE;SUDESTE;1586.40100000
2024-01-29 07:00:00;NE;NORDESTE;SE;SUDESTE;2837.96500000
2024-01-29 07:00:00;SE;SUDESTE;S;SUL;362.16200000
2024-01-29 08:00:00;N;NORTE;NE;NORDESTE;-1972.81300000
2024-01-29 08:00:00;N;NORTE;SE;SUDESTE;2913.10600000
2024-01-29 08:00:00;NE;NORDESTE;SE;SUDESTE;3744.54300000
2024-01-29 08:00:00;SE;SUDESTE;S;SUL;1959.19800000
2024-01-29 09:00:00;N;NORTE;NE;NORDESTE;-2262.66900000
2024-01-29 09:00:00;N;NORTE;SE;SUDESTE;3578.67900000
2024-01-29 09:00:00;NE;NORDESTE;SE;SUDESTE;3235.16200000
2024-01-29 09:00:00;SE;SUDESTE;S;SUL;2025.24900000
2024-01-29 10:00:00;N;NORTE;NE;NORDESTE;-2072.35000000
2024-01-29 10:00:00;N;NORTE;SE;SUDESTE;3718.90700000
2024-01-29 10:00:00;NE;NORDESTE;SE;SUDESTE;2909.89700000
2024-01-29 10:00:00;SE;SUDESTE;S;SUL;1883.48000000
2024-01-29 11:00:00;N;NORTE;NE;NORDESTE;-1944.60100000
2024-01-29 11:00:00;N;NORTE;SE;SUDESTE;3663.96400000
2024-01-29 11:00:00;NE;NORDESTE;SE;SUDESTE;2660.90000000
2024-01-29 11:00:00;SE;SUDESTE;S;SUL;1914.80200000
2024-01-29 12:00:00;N;NORTE;NE;NORDESTE;-1853.12700000
2024-01-29 12:00:00;N;NORTE;SE;SUDESTE;3706.72900000
2024-01-29 12:00:00;NE;NORDESTE;SE;SUDESTE;2741.75100000
2024-01-29 12:00:00;SE;SUDESTE;S;SUL;1967.21100000
2024-01-29 13:00:00;N;NORTE;NE;NORDESTE;-1674.94000000
2024-01-29 13:00:00;N;NORTE;SE;SUDESTE;3369.38200000
2024-01-29 13:00:00;NE;NORDESTE;SE;SUDESTE;2353.97300000
2024-01-29 13:00:00;SE;SUDESTE;S;SUL;584.71700000
2024-01-29 14:00:00;N;NORTE;NE;NORDESTE;-1454.04400000
2024-01-29 14:00:00;N;NORTE;SE;SUDESTE;3034.73200000
2024-01-29 14:00:00;NE;NORDESTE;SE;SUDESTE;1814.23100000
2024-01-29 14:00:00;SE;SUDESTE;S;SUL;-389.71400000
2024-01-29 15:00:00;N;NORTE;NE;NORDESTE;-1479.53600000
2024-01-29 15:00:00;N;NORTE;SE;SUDESTE;3031.19500000
2024-01-29 15:00:00;NE;NORDESTE;SE;SUDESTE;2070.36600000
2024-01-29 15:00:00;SE;SUDESTE;S;SUL;-250.94900000
2024-01-29 16:00:00;N;NORTE;NE;NORDESTE;-956.03700000
2024-01-29 16:00:00;N;NORTE;SE;SUDESTE;2938.11400000
2024-01-29 16:00:00;NE;NORDESTE;SE;SUDESTE;1894.95300000
2024-01-29 16:00:00;SE;SUDESTE;S;SUL;-295.79400000
2024-01-29 17:00:00;N;NORTE;NE;NORDESTE;-331.89200000
2024-01-29 17:00:00;N;NORTE;SE;SUDESTE;3148.79500000
2024-01-29 17:00:00;NE;NORDESTE;SE;SUDESTE;1623.37100000
2024-01-29 17:00:00;SE;SUDESTE;S;SUL;-528.03099999
2024-01-29 18:00:00;N;NORTE;NE;NORDESTE;214.03400000
2024-01-29 18:00:00;N;NORTE;SE;SUDESTE;3280.61400000
2024-01-29 18:00:00;NE;NORDESTE;SE;SUDESTE;1500.85300000
2024-01-29 18:00:00;SE;SUDESTE;S;SUL;-1041.60200000
2024-01-29 19:00:00;N;NORTE;NE;NORDESTE;-9.74499999
2024-01-29 19:00:00;N;NORTE;SE;SUDESTE;3411.74500000
2024-01-29 19:00:00;NE;NORDESTE;SE;SUDESTE;1930.86000000
2024-01-29 19:00:00;SE;SUDESTE;S;SUL;-335.32400000
2024-01-29 20:00:00;N;NORTE;NE;NORDESTE;249.08500000
2024-01-29 20:00:00;N;NORTE;SE;SUDESTE;3454.89500000
2024-01-29 20:00:00;NE;NORDESTE;SE;SUDESTE;2022.49700000
2024-01-29 20:00:00;SE;SUDESTE;S;SUL;345.71499999
2024-01-29 21:00:00;N;NORTE;NE;NORDESTE;400.65400000
2024-01-29 21:00:00;N;NORTE;SE;SUDESTE;3330.98000000
2024-01-29 21:00:00;NE;NORDESTE;SE;SUDESTE;1899.13700000
2024-01-29 21:00:00;SE;SUDESTE;S;SUL;179.24500000
2024-01-29 22:00:00;N;NORTE;NE;NORDESTE;500.98200000
2024-01-29 22:00:00;N;NORTE;SE;SUDESTE;2928.83500000
2024-01-29 22:00:00;NE;NORDESTE;SE;SUDESTE;1387.18200000
2024-01-29 22:00:00;SE;SUDESTE;S;SUL;-428.87000000
2024-01-29 23:00:00;N;NORTE;NE;NORDESTE;1019.56400000
2024-01-29 23:00:00;N;NORTE;SE;SUDESTE;2070.27100000
2024-01-29 23:00:00;NE;NORDESTE;SE;SUDESTE;1226.84300000
2024-01-29 23:00:00;SE;SUDESTE;S;SUL;-1113.58200000
2024-01-30 00:00:00;N;NORTE;NE;NORDESTE;1458.27200000
2024-01-30 00:00:00;N;NORTE;SE;SUDESTE;931.06400000
2024-01-30 00:00:00;NE;NORDESTE;SE;SUDESTE;951.99400000
2024-01-30 00:00:00;SE;SUDESTE;S;SUL;-850.47700000
2024-01-30 01:00:00;N;NORTE;NE;NORDESTE;944.01100000
2024-01-30 01:00:00;N;NORTE;SE;SUDESTE;-204.23700000
2024-01-30 01:00:00;NE;NORDESTE;SE;SUDESTE;494.06600000
2024-01-30 01:00:00;SE;SUDESTE;S;SUL;-1653.52200000
2024-01-30 02:00:00;N;NORTE;NE;NORDESTE;694.28300000
2024-01-30 02:00:00;N;NORTE;SE;SUDESTE;-332.82700000
2024-01-30 02:00:00;NE;NORDESTE;SE;SUDESTE;506.78200000
2024-01-30 02:00:00;SE;SUDESTE;S;SUL;-2097.34100000
2024-01-30 03:00:00;N;NORTE;NE;NORDESTE;693.41000000
2024-01-30 03:00:00;N;NORTE;SE;SUDESTE;-215.04400000
2024-01-30 03:00:00;NE;NORDESTE;SE;SUDESTE;595.59299999
2024-01-30 03:00:00;SE;SUDESTE;S;SUL;-2043.01700000
2024-01-30 04:00:00;N;NORTE;NE;NORDESTE;1031.54700000
2024-01-30 04:00:00;N;NORTE;SE;SUDESTE;-364.58800000
2024-01-30 04:00:00;NE;NORDESTE;SE;SUDESTE;169.56600000
2024-01-30 04:00:00;SE;SUDESTE;S;SUL;-2023.90500000
2024-01-30 05:00:00;N;NORTE;NE;NORDESTE;1064.05100000
2024-01-30 05:00:00;N;NORTE;SE;SUDESTE;-195.04300000
2024-01-30 05:00:00;NE;NORDESTE;SE;SUDESTE;365.33900000
2024-01-30 05:00:00;SE;SUDESTE;S;SUL;-1638.78900000
2024-01-30 06:00:00;N;NORTE;NE;NORDESTE;435.96100000
2024-01-30 06:00:00;N;NORTE;SE;SUDESTE;647.14100000
2024-01-30 06:00:00;NE;NORDESTE;SE;SUDESTE;1558.63300000
2024-01-30 06:00:00;SE;SUDESTE;S;SUL;-1102.05900000
2024-01-30 07:00:00;N;NORTE;NE;NORDESTE;-464.67800000
2024-01-30 07:00:00;N;NORTE;SE;SUDESTE;1653.23900000
2024-01-30 07:00:00;NE;NORDESTE;SE;SUDESTE;2495.42000000
2024-01-30 07:00:00;SE;SUDESTE;S;SUL;-415.59800000
2024-01-30 08:00:00;N;NORTE;NE;NORDESTE;-1088.20300000
2024-01-30 08:00:00;N;NORTE;SE;SUDESTE;2213.11499999
2024-01-30 08:00:00;NE;NORDESTE;SE;SUDESTE;2802.83100000
2024-01-30 08:00:00;SE;SUDESTE;S;SUL;-319.37300000
2024-01-30 09:00:00;N;NORTE;NE;NORDESTE;-872.81500000
2024-01-30 09:00:00;N;NORTE;SE;SUDESTE;2192.04100000
2024-01-30 09:00:00;NE;NORDESTE;SE;SUDESTE;2362.11900000
2024-01-30 09:00:00;SE;SUDESTE;S;SUL;-306.16900000
2024-01-30 10:00:00;N;NORTE;NE;NORDESTE;-455.01200000
2024-01-30 10:00:00;N;NORTE;SE;SUDESTE;2237.01200000
2024-01-30 10:00:00;NE;NORDESTE;SE;SUDESTE;2246.98600000
2024-01-30 10:00:00;SE;SUDESTE;S;SUL;415.41900000
2024-01-30 11:00:00;N;NORTE;NE;NORDESTE;-355.66000000
2024-01-30 11:00:00;N;NORTE;SE;SUDESTE;2218.09499999
2024-01-30 11:00:00;NE;NORDESTE;SE;SUDESTE;2096.42299999
2024-01-30 11:00:00;SE;SUDESTE;S;SUL;682.98700000
2024-01-30 12:00:00;N;NORTE;NE;NORDESTE;-368.70700000
2024-01-30 12:00:00;N;NORTE;SE;SUDESTE;2217.12399999
2024-01-30 12:00:00;NE;NORDESTE;SE;SUDESTE;2050.35200000
2024-01-30 12:00:00;SE;SUDESTE;S;SUL;198.50100000
2024-01-30 13:00:00;N;NORTE;NE;NORDESTE;-114.47300000
2024-01-30 13:00:00;N;NORTE;SE;SUDESTE;1760.24600000
2024-01-30 13:00:00;NE;NORDESTE;SE;SUDESTE;1690.88100000
2024-01-30 13:00:00;SE;SUDESTE;S;SUL;63.62600000
2024-01-30 14:00:00;N;NORTE;NE;NORDESTE;325.95999999
2024-01-30 14:00:00;N;NORTE;SE;SUDESTE;2158.18600000
2024-01-30 14:00:00;NE;NORDESTE;SE;SUDESTE;1657.56000000
2024-01-30 14:00:00;SE;SUDESTE;S;SUL;26.06500000
2024-01-30 15:00:00;N;NORTE;NE;NORDESTE;942.97500000
2024-01-30 15:00:00;N;NORTE;SE;SUDESTE;2374.44500000
2024-01-30 15:00:00;NE;NORDESTE;SE;SUDESTE;1517.55800000
2024-01-30 15:00:00;SE;SUDESTE;S;SUL;355.05200000
2024-01-30 16:00:00;N;NORTE;NE;NORDESTE;1786.20200000
2024-01-30 16:00:00;N;NORTE;SE;SUDESTE;3251.30600000
2024-01-30 16:00:00;NE;NORDESTE;SE;SUDESTE;1551.97400000
2024-01-30 16:00:00;SE;SUDESTE;S;SUL;986.22100000
2024-01-30 17:00:00;N;NORTE;NE;NORDESTE;1503.15000000
2024-01-30 17:00:00;N;NORTE;SE;SUDESTE;3015.53300000
2024-01-30 17:00:00;NE;NORDESTE;SE;SUDESTE;1307.95900000
2024-01-30 17:00:00;SE;SUDESTE;S;SUL;849.23100000
2024-01-30 18:00:00;N;NORTE;NE;NORDESTE;1359.80800000
2024-01-30 18:00:00;N;NORTE;SE;SUDESTE;2951.28600000
2024-01-30 18:00:00;NE;NORDESTE;SE;SUDESTE;1460.86600000
2024-01-30 18:00:00;SE;SUDESTE;S;SUL;267.33700000
2024-01-30 19:00:00;N;NORTE;NE;NORDESTE;1376.30100000
2024-01-30 19:00:00;N;NORTE;SE;SUDESTE;3861.50600000
2024-01-30 19:00:00;NE;NORDESTE;SE;SUDESTE;2216.14199999
2024-01-30 19:00:00;SE;SUDESTE;S;SUL;866.63900000
2024-01-30 20:00:00;N;NORTE;NE;NORDESTE;1307.37800000
2024-01-30 20:00:00;N;NORTE;SE;SUDESTE;4051.21300000
2024-01-30 20:00:00;NE;NORDESTE;SE;SUDESTE;2290.83800000
2024-01-30 20:00:00;SE;SUDESTE;S;SUL;1563.01500000
2024-01-30 21:00:00;N;NORTE;NE;NORDESTE;1341.09900000
2024-01-30 21:00:00;N;NORTE;SE;SUDESTE;3749.68300000
2024-01-30 21:00:00;NE;NORDESTE;SE;SUDESTE;1918.76000000
2024-01-30 21:00:00;SE;SUDESTE;S;SUL;1480.93500000
2024-01-30 22:00:00;N;NORTE;NE;NORDESTE;1634.24000000
2024-01-30 22:00:00;N;NORTE;SE;SUDESTE;2974.82500000
2024-01-30 22:00:00;NE;NORDESTE;SE;SUDESTE;1316.74100000
2024-01-30 22:00:00;SE;SUDESTE;S;SUL;1246.23300000
2024-01-30 23:00:00;N;NORTE;NE;NORDESTE;1639.45800000
2024-01-30 23:00:00;N;NORTE;SE;SUDESTE;2109.99500000
2024-01-30 23:00:00;NE;NORDESTE;SE;SUDESTE;674.30300000
2024-01-30 23:00:00;SE;SUDESTE;S;SUL;577.80100000
2024-01-31 00:00:00;N;NORTE;NE;NORDESTE;1872.53300000
2024-01-31 00:00:00;N;NORTE;SE;SUDESTE;1439.41700000
2024-01-31 00:00:00;NE;NORDESTE;SE;SUDESTE;332.63000000
2024-01-31 00:00:00;SE;SUDESTE;S;SUL;740.91000000
2024-01-31 01:00:00;N;NORTE;NE;NORDESTE;1761.61200000
2024-01-31 01:00:00;N;NORTE;SE;SUDESTE;909.89400000
2024-01-31 01:00:00;NE;NORDESTE;SE;SUDESTE;385.78300000
2024-01-31 01:00:00;SE;SUDESTE;S;SUL;-624.70500000
2024-01-31 02:00:00;N;NORTE;NE;NORDESTE;1508.62300000
2024-01-31 02:00:00;N;NORTE;SE;SUDESTE;240.76300000
2024-01-31 02:00:00;NE;NORDESTE;SE;SUDESTE;245.13000000
2024-01-31 02:00:00;SE;SUDESTE;S;SUL;-1620.21300000
2024-01-31 03:00:00;N;NORTE;NE;NORDESTE;1502.94400000
2024-01-31 03:00:00;N;NORTE;SE;SUDESTE;-9.86400000
2024-01-31 03:00:00;NE;NORDESTE;SE;SUDESTE;483.06400000
2024-01-31 03:00:00;SE;SUDESTE;S;SUL;-1774.72900000
2024-01-31 04:00:00;N;NORTE;NE;NORDESTE;1704.01700000
2024-01-31 04:00:00;N;NORTE;SE;SUDESTE;420.70500000
2024-01-31 04:00:00;NE;NORDESTE;SE;SUDESTE;874.68600000
2024-01-31 04:00:00;SE;SUDESTE;S;SUL;-1623.59600000
2024-01-31 05:00:00;N;NORTE;NE;NORDESTE;1611.61400000
2024-01-31 05:00:00;N;NORTE;SE;SUDESTE;286.19099999
2024-01-31 05:00:00;NE;NORDESTE;SE;SUDESTE;808.48800000
2024-01-31 05:00:00;SE;SUDESTE;S;SUL;-1017.47900000
2024-01-31 06:00:00;N;NORTE;NE;NORDESTE;985.58900000
2024-01-31 06:00:00;N;NORTE;SE;SUDESTE;1193.54600000
2024-01-31 06:00:00;NE;NORDESTE;SE;SUDESTE;2130.03600000
2024-01-31 06:00:00;SE;SUDESTE;S;SUL;-345.90499999
2024-01-31 07:00:00;N;NORTE;NE;NORDESTE;124.11400000
2024-01-31 07:00:00;N;NORTE;SE;SUDESTE;2309.44700000
2024-01-31 07:00:00;NE;NORDESTE;SE;SUDESTE;2835.86100000
2024-01-31 07:00:00;SE;SUDESTE;S;SUL;315.74700000
2024-01-31 08:00:00;N;NORTE;NE;NORDESTE;-62.08400000
2024-01-31 08:00:00;N;NORTE;SE;SUDESTE;2629.57400000
2024-01-31 08:00:00;NE;NORDESTE;SE;SUDESTE;3116.75000000
2024-01-31 08:00:00;SE;SUDESTE;S;SUL;1036.27299999
2024-01-31 09:00:00;N;NORTE;NE;NORDESTE;36.95500000
2024-01-31 09:00:00;N;NORTE;SE;SUDESTE;2507.05400000
2024-01-31 09:00:00;NE;NORDESTE;SE;SUDESTE;2844.04300000
2024-01-31 09:00:00;SE;SUDESTE;S;SUL;1554.48300000
2024-01-31 10:00:00;N;NORTE;NE;NORDESTE;146.66800000
2024-01-31 10:00:00;N;NORTE;SE;SUDESTE;2353.08800000
2024-01-31 10:00:00;NE;NORDESTE;SE;SUDESTE;2344.07700000
2024-01-31 10:00:00;SE;SUDESTE;S;SUL;1816.33400000
2024-01-31 11:00:00;N;NORTE;NE;NORDESTE;-80.46800000
2024-01-31 11:00:00;N;NORTE;SE;SUDESTE;2244.84100000
2024-01-31 11:00:00;NE;NORDESTE;SE;SUDESTE;2360.64800000
2024-01-31 11:00:00;SE;SUDESTE;S;SUL;1912.82900000
2024-01-31 12:00:00;N;NORTE;NE;NORDESTE;-598.85299999
2024-01-31 12:00:00;N;NORTE;SE;SUDESTE;2238.01300000
2024-01-31 12:00:00;NE;NORDESTE;SE;SUDESTE;2652.18800000
2024-01-31 12:00:00;SE;SUDESTE;S;SUL;1670.25400000
2024-01-31 13:00:00;N;NORTE;NE;NORDESTE;-672.25800000
2024-01-31 13:00:00;N;NORTE;SE;SUDESTE;2080.40700000
2024-01-31 13:00:00;NE;NORDESTE;SE;SUDESTE;2503.64700000
2024-01-31 13:00:00;SE;SUDESTE;S;SUL;1771.64700000
2024-01-31 14:00:00;N;NORTE;NE;NORDESTE;-396.73500000
2024-01-31 14:00:00;N;NORTE;SE;SUDESTE;2768.68700000
2024-01-31 14:00:00;NE;NORDESTE;SE;SUDESTE;2784.51400000
2024-01-31 14:00:00;SE;SUDESTE;S;SUL;1121.94599999
2024-01-31 15:00:00;N;NORTE;NE;NORDESTE;-81.54700000
2024-01-31 15:00:00;N;NORTE;SE;SUDESTE;3093.24200000
2024-01-31 15:00:00;NE;NORDESTE;SE;SUDESTE;2680.01400000
2024-01-31 15:00:00;SE;SUDESTE;S;SUL;1157.65000000
2024-01-31 16:00:00;N;NORTE;NE;NORDESTE;-146.58600000
2024-01-31 16:00:00;N;NORTE;SE;SUDESTE;3635.55400000
2024-01-31 16:00:00;NE;NORDESTE;SE;SUDESTE;2964.08700000
2024-01-31 16:00:00;SE;SUDESTE;S;SUL;2016.43200000
2024-01-31 17:00:00;N;NORTE;NE;NORDESTE;-602.91800000
2024-01-31 17:00:00;N;NORTE;SE;SUDESTE;4160.44200000
2024-01-31 17:00:00;NE;NORDESTE;SE;SUDESTE;3371.22100000
2024-01-31 17:00:00;SE;SUDESTE;S;SUL;2060.96799999
2024-01-31 18:00:00;N;NORTE;NE;NORDESTE;-840.46200000
2024-01-31 18:00:00;N;NORTE;SE;SUDESTE;4582.21900000
2024-01-31 18:00:00;NE;NORDESTE;SE;SUDESTE;4250.28799999
2024-01-31 18:00:00;SE;SUDESTE;S;SUL;1967.23500000
2024-01-31 19:00:00;N;NORTE;NE;NORDESTE;-1618.08000000
2024-01-31 19:00:00;N;NORTE;SE;SUDESTE;5104.26000000
2024-01-31 19:00:00;NE;NORDESTE;SE;SUDESTE;4845.21900000
2024-01-31 19:00:00;SE;SUDESTE;S;SUL;2299.95100000
2024-01-31 20:00:00;N;NORTE;NE;NORDESTE;-1884.12500000
2024-01-31 20:00:00;N;NORTE;SE;SUDESTE;5085.10400000
2024-01-31 20:00:00;NE;NORDESTE;SE;SUDESTE;5017.94700000
2024-01-31 20:00:00;SE;SUDESTE;S;SUL;2694.69200000
2024-01-31 21:00:00;N;NORTE;NE;NORDESTE;-1656.48600000
2024-01-31 21:00:00;N;NORTE;SE;SUDESTE;4676.82200000
2024-01-31 21:00:00;NE;NORDESTE;SE;SUDESTE;4767.26200000
2024-01-31 21:00:00;SE;SUDESTE;S;SUL;2613.88600000
2024-01-31 22:00:00;N;NORTE;NE;NORDESTE;-1236.61100000
2024-01-31 22:00:00;N;NORTE;SE;SUDESTE;3831.77800000
2024-01-31 22:00:00;NE;NORDESTE;SE;SUDESTE;4569.63500000
2024-01-31 22:00:00;SE;SUDESTE;S;SUL;2124.64600000
2024-01-31 23:00:00;N;NORTE;NE;NORDESTE;-896.46100000
2024-01-31 23:00:00;N;NORTE;SE;SUDESTE;2611.54500000
2024-01-31 23:00:00;NE;NORDESTE;SE;SUDESTE;3887.06900000
2024-01-31 23:00:00;SE;SUDESTE;S;SUL;1827.07900000
2024-02-01 00:00:00;N;NORTE;NE;NORDESTE;-863.84000000
2024-02-01 00:00:00;N;NORTE;SE;SUDESTE;2524.10900000
2024-02-01 00:00:00;NE;NORDESTE;SE;SUDESTE;4021.14900000
2024-02-01 00:00:00;SE;SUDESTE;S;SUL;2026.28800000
2024-02-01 01:00:00;N;NORTE;NE;NORDESTE;-951.78500000
2024-02-01 01:00:00;N;NORTE;SE;SUDESTE;2076.00300000
2024-02-01 01:00:00;NE;NORDESTE;SE;SUDESTE;3590.35100000
2024-02-01 01:00:00;SE;SUDESTE;S;SUL;1826.57700000
2024-02-01 02:00:00;N;NORTE;NE;NORDESTE;-989.60000000
2024-02-01 02:00:00;N;NORTE;SE;SUDESTE;1519.10200000
2024-02-01 02:00:00;NE;NORDESTE;SE;SUDESTE;2978.43000000
2024-02-01 02:00:00;SE;SUDESTE;S;SUL;1619.67800000
2024-02-01 03:00:00;N;NORTE;NE;NORDESTE;-953.69500000
2024-02-01 03:00:00;N;NORTE;SE;SUDESTE;1143.48499999
2024-02-01 03:00:00;NE;NORDESTE;SE;SUDESTE;2525.61700000
2024-02-01 03:00:00;SE;SUDESTE;S;SUL;1499.96900000
2024-02-01 04:00:00;N;NORTE;NE;NORDESTE;-662.54200000
2024-02-01 04:00:00;N;NORTE;SE;SUDESTE;961.05900000
2024-02-01 04:00:00;NE;NORDESTE;SE;SUDESTE;2131.05900000
2024-02-01 04:00:00;SE;SUDESTE;S;SUL;1135.16900000
2024-02-01 05:00:00;N;NORTE;NE;NORDESTE;-810.25800000
2024-02-01 05:00:00;N;NORTE;SE;SUDESTE;1214.66900000
2024-02-01 05:00:00;NE;NORDESTE;SE;SUDESTE;2496.27599999
2024-02-01 05:00:00;SE;SUDESTE;S;SUL;795.99900000
2024-02-01 06:00:00;N;NORTE;NE;NORDESTE;-1050.47800000
2024-02-01 06:00:00;N;NORTE;SE;SUDESTE;1806.87800000
2024-02-01 06:00:00;NE;NORDESTE;SE;SUDESTE;3170.94300000
2024-02-01 06:00:00;SE;SUDESTE;S;SUL;1486.90100000
2024-02-01 07:00:00;N;NORTE;NE;NORDESTE;-1358.29299999
2024-02-01 07:00:00;N;NORTE;SE;SUDESTE;2596.01899999
2024-02-01 07:00:00;NE;NORDESTE;SE;SUDESTE;4059.19900000
2024-02-01 07:00:00;SE;SUDESTE;S;SUL;2854.88900000
2024-02-01 08:00:00;N;NORTE;NE;NORDESTE;-1924.98500000
2024-02-01 08:00:00;N;NORTE;SE;SUDESTE;3828.52600000
2024-02-01 08:00:00;NE;NORDESTE;SE;SUDESTE;4714.90600000
2024-02-01 08:00:00;SE;SUDESTE;S;SUL;5975.92900000
2024-02-01 09:00:00;N;NORTE;NE;NORDESTE;-1973.76000000
2024-02-01 09:00:00;N;NORTE;SE;SUDESTE;3955.52600000
2024-02-01 09:00:00;NE;NORDESTE;SE;SUDESTE;4353.82000000
2024-02-01 09:00:00;SE;SUDESTE;S;SUL;6349.50699999
2024-02-01 10:00:00;N;NORTE;NE;NORDESTE;-2206.92500000
